Member id,SEC,FEH,MT,SEX,AGE,EDU,HS,CHILD,CS,Affluence Index,No. of Brands,Brand Runs,Total Volume,No. of  Trans,Value,Trans / Brand Runs,Vol/Tran,Avg. Price ,Pur Vol No Promo - %,Pur Vol Promo 6 %,Pur Vol Other Promo %,"Br. Cd. 57, 144",Br. Cd. 55,Br. Cd. 272,Br. Cd. 286,Br. Cd. 24,Br. Cd. 481,Br. Cd. 352,Br. Cd. 5,Others 999,Pr Cat 1,Pr Cat 2,Pr Cat 3,Pr Cat 4,PropCat 5,PropCat 6,PropCat 7,PropCat 8,PropCat 9,PropCat 10,PropCat 11,PropCat 12,PropCat 13,PropCat 14,PropCat 15
1080820,4,1,4,2,4,1,8,2,2,11,2,12,11900,23,820,1.92,517.39,6.89,96.60%,0.00%,3.40%,0.00%,35.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,64.70%,16.00%,3.40%,35.30%,45.40%,61.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,35.30%,3.40%
1080950,3,3,17,2,4,0,8,2,1,9,4,22,50895,42,6371.85,1.91,1211.79,12.52,91.60%,4.50%,3.90%,56.30%,4.70%,0.00%,0.00%,0.00%,10.20%,0.00%,0.00%,28.80%,21.10%,74.20%,4.70%,0.00%,71.50%,7.90%,0.00%,2.20%,0.00%,3.30%,10.20%,0.00%,0.00%,4.70%,0.20%
1081110,2,1,4,2,4,4,5,4,1,15,3,12,19350,27,1362.5,2.25,716.67,7.04,90.70%,0.00%,9.30%,10.90%,72.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16.30%,4.50%,22.20%,72.90%,0.40%,20.20%,4.70%,0.00%,0.40%,1.60%,0.00%,0.00%,0.40%,0.00%,72.90%,0.00%
1081140,3,3,10,2,3,5,3,2,1,15,3,10,5325,24,749.5,2.4,221.88,14.08,94.40%,0.00%,5.60%,0.00%,28.20%,0.00%,0.00%,0.00%,0.00%,0.00%,19.70%,52.10%,70.40%,1.40%,28.20%,0.00%,4.20%,67.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,28.20%,0.00%
1081260,4,2,10,2,4,1,7,2,1,14,4,17,8775,27,1003,1.59,325,11.43,87.20%,12.80%,0.00%,12.50%,0.00%,6.00%,0.00%,0.00%,0.00%,0.00%,1.70%,79.80%,4.30%,95.70%,0.00%,0.00%,27.40%,64.10%,1.70%,6.80%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1081410,1,1,4,2,4,8,2,4,1,36,3,4,6400,22,624.5,5.5,290.91,9.76,100.00%,0.00%,0.00%,9.40%,0.00%,0.00%,0.00%,0.00%,0.00%,89.10%,0.00%,1.60%,1.60%,98.40%,0.00%,0.00%,9.40%,0.00%,89.10%,0.00%,1.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1081490,3,1,4,2,4,3,6,2,2,19,3,7,16650,29,1625.5,4.14,574.14,9.76,100.00%,0.00%,0.00%,25.20%,0.00%,0.00%,0.00%,0.00%,0.00%,70.90%,0.00%,3.90%,0.00%,100.00%,0.00%,0.00%,26.40%,0.00%,70.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.70%
1081530,2,1,8,2,4,5,5,1,1,22,6,29,15700,34,2055,1.17,461.76,13.09,94.30%,2.90%,2.90%,10.50%,0.00%,11.50%,0.00%,0.50%,3.30%,3.20%,0.00%,71.00%,27.90%,70.20%,0.00%,1.90%,54.30%,10.40%,3.20%,24.40%,0.00%,0.00%,3.30%,0.00%,4.50%,0.00%,0.00%
1081640,2,1,4,2,4,5,6,2,1,36,4,16,5775,24,1161,1.5,240.63,20.1,93.10%,6.90%,0.00%,17.30%,0.00%,0.00%,0.00%,2.60%,0.00%,0.00%,13.00%,67.10%,80.10%,19.90%,0.00%,0.00%,60.60%,13.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.90%,0.00%,6.50%
1081720,1,0,0,0,2,0,0,5,0,0,1,1,400,1,42,1,400,10.5,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1081820,3,2,10,2,4,3,5,4,1,14,2,15,13200,44,1131.5,2.93,300,8.57,89.80%,6.80%,3.40%,0.00%,55.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,44.30%,32.60%,11.70%,55.70%,0.00%,2.30%,10.60%,1.10%,0.00%,30.30%,0.00%,0.00%,0.00%,0.00%,55.70%,0.00%
1081850,4,1,10,2,4,4,5,4,2,9,5,26,28575,61,2688.75,2.35,468.44,9.41,91.70%,2.60%,5.70%,28.70%,34.60%,0.80%,0.00%,0.00%,0.00%,0.00%,2.10%,33.80%,14.00%,50.70%,34.60%,0.70%,47.40%,6.70%,3.70%,1.80%,4.90%,0.80%,0.00%,0.00%,0.00%,34.60%,0.00%
1081900,2,2,17,2,4,5,5,4,1,12,3,4,16350,22,1091.5,5.5,743.18,6.68,100.00%,0.00%,0.00%,2.80%,89.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.30%,5.50%,5.50%,89.00%,0.00%,5.50%,5.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,89.00%,0.00%
1082020,4,3,10,2,2,4,9,2,1,11,2,2,22050,24,2153.5,12,918.75,9.77,95.50%,0.00%,4.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,99.30%,0.70%,0.00%,0.70%,99.30%,0.00%,0.00%,0.00%,0.70%,99.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1082110,4,3,10,2,3,3,3,4,1,4,4,11,7775,36,576,3.27,215.97,7.41,98.70%,0.00%,1.30%,7.70%,61.70%,0.00%,10.30%,0.00%,0.00%,0.00%,0.00%,20.30%,0.00%,34.40%,64.30%,1.30%,19.30%,16.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,64.30%,0.00%
1082190,3,3,10,2,2,5,7,1,1,11,3,16,19975,31,1544,1.94,644.35,7.73,96.60%,3.40%,0.00%,0.00%,58.60%,0.00%,0.00%,0.00%,4.50%,0.00%,0.00%,36.90%,0.50%,24.80%,70.60%,4.10%,4.10%,20.30%,0.00%,0.00%,0.50%,0.00%,4.50%,0.00%,0.00%,70.60%,0.00%
1082210,4,3,10,2,2,1,4,4,1,17,4,26,17695,59,1369.5,2.27,299.92,7.74,95.80%,0.00%,4.20%,1.10%,61.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.10%,32.70%,15.50%,1.70%,82.20%,0.60%,3.00%,12.90%,1.80%,0.00%,1.00%,0.00%,0.00%,0.80%,0.00%,80.00%,0.60%
1082260,4,0,0,0,3,0,0,5,0,0,4,6,11125,17,741.5,2.83,654.41,6.67,100.00%,0.00%,0.00%,0.00%,83.60%,0.00%,14.40%,0.00%,0.00%,0.00%,0.70%,1.30%,1.30%,15.10%,83.60%,0.00%,14.40%,0.70%,0.70%,0.00%,0.00%,0.00%,0.00%,0.70%,0.00%,83.60%,0.00%
1085080,4,3,10,2,4,4,5,4,1,11,1,1,23250,23,1317.5,23,1010.87,5.67,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%
1085220,4,0,0,0,4,0,0,5,0,0,1,1,225,1,42,1,225,18.67,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1085230,2,3,10,2,4,5,6,4,1,13,5,30,11375,47,1408,1.57,242.02,12.38,92.70%,7.30%,0.00%,31.20%,10.50%,0.00%,7.00%,8.60%,0.00%,0.00%,0.00%,42.60%,29.90%,48.40%,12.30%,9.50%,69.90%,0.00%,3.70%,2.20%,0.00%,0.00%,0.00%,0.00%,8.60%,12.30%,3.30%
1085290,3,1,10,2,4,4,2,4,1,18,5,30,9500,55,1228.5,1.83,172.73,12.93,91.60%,0.00%,8.40%,19.50%,0.00%,26.10%,2.10%,0.00%,0.00%,6.30%,0.00%,46.10%,23.70%,70.80%,0.00%,5.50%,40.00%,0.00%,13.40%,32.90%,13.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1085340,4,3,17,2,4,4,4,4,1,12,2,17,9700,24,790,1.41,404.17,8.14,77.30%,22.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.80%,0.00%,0.00%,99.20%,8.20%,8.20%,28.90%,54.60%,70.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.80%,0.00%,0.00%,28.90%,0.00%
1085460,1,1,10,2,4,5,3,4,1,15,4,11,7150,30,899.5,2.73,238.33,12.58,79.70%,6.30%,14.00%,71.00%,0.00%,0.00%,0.00%,0.00%,1.00%,0.00%,2.10%,25.90%,23.10%,76.90%,0.00%,0.00%,76.20%,2.10%,0.00%,0.00%,0.00%,18.90%,2.80%,0.00%,0.00%,0.00%,0.00%
1085480,4,3,10,2,4,2,4,4,1,8,5,10,14525,34,1349,3.4,427.21,9.29,80.40%,3.10%,16.50%,0.00%,73.30%,0.00%,0.00%,7.70%,3.10%,3.40%,0.00%,12.40%,20.10%,6.50%,73.30%,0.00%,7.70%,1.00%,3.40%,2.10%,0.00%,1.50%,3.10%,0.00%,7.70%,73.30%,0.00%
1085530,3,3,10,2,4,7,3,4,1,13,6,12,6050,21,533.5,1.75,288.1,8.82,100.00%,0.00%,0.00%,16.50%,42.10%,6.20%,0.00%,0.00%,0.00%,1.70%,1.20%,32.20%,8.70%,49.20%,42.10%,0.00%,26.40%,6.20%,9.10%,6.20%,0.00%,0.00%,0.00%,0.00%,0.00%,42.10%,9.90%
1085590,4,3,10,2,4,4,8,4,0,13,3,8,5900,8,385,1,737.5,6.53,100.00%,0.00%,0.00%,10.20%,30.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,59.30%,0.00%,10.20%,89.80%,0.00%,10.20%,13.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,76.30%,0.00%
1085630,3,3,10,2,4,4,2,4,2,11,1,1,4275,15,548,15,285,12.82,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1090040,2,3,10,2,3,6,2,4,1,34,2,11,9525,24,1238.5,2.18,396.88,13,100.00%,0.00%,0.00%,31.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,68.50%,78.00%,22.00%,0.00%,0.00%,37.80%,0.00%,62.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1094030,3,3,10,2,4,4,2,4,1,13,3,14,6225,24,789,1.71,259.38,12.67,96.40%,0.00%,3.60%,45.80%,0.00%,0.00%,0.00%,0.00%,0.00%,4.80%,0.00%,49.40%,31.30%,24.10%,0.00%,44.60%,77.10%,0.00%,4.80%,18.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1094070,1,0,0,0,2,0,0,5,0,0,1,1,1800,1,183,1,1800,10.17,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1095130,2,3,10,2,3,5,3,2,1,32,5,49,7575,69,1045,1.41,109.78,13.8,69.60%,26.10%,4.30%,14.50%,0.00%,5.00%,7.90%,0.00%,1.00%,0.00%,0.00%,71.60%,44.90%,48.80%,0.00%,6.30%,42.20%,7.90%,3.00%,36.30%,5.30%,0.00%,1.00%,1.00%,0.00%,0.00%,3.30%
1095140,1,0,0,0,1,0,0,5,0,0,3,6,2500,6,214.5,1,416.67,8.58,100.00%,0.00%,0.00%,12.00%,36.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,52.00%,0.00%,64.00%,36.00%,0.00%,12.00%,52.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,36.00%,0.00%
1095150,4,3,5,2,4,4,4,4,1,12,6,31,21300,53,2452,1.71,401.89,11.51,76.50%,9.70%,13.70%,23.80%,11.30%,4.60%,0.00%,0.00%,0.00%,1.40%,1.80%,57.20%,12.30%,64.70%,11.30%,11.70%,44.00%,5.30%,28.50%,6.30%,2.80%,0.00%,0.00%,1.80%,0.00%,11.30%,0.00%
1095220,3,3,10,2,2,5,5,3,1,11,3,13,14450,30,1582.5,2.31,481.67,10.95,97.90%,0.00%,2.10%,5.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.20%,89.30%,7.80%,92.20%,0.00%,0.00%,93.30%,5.20%,1.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1095330,4,1,10,2,2,5,5,2,1,16,2,6,9700,25,1067.5,4.17,388,11.01,100.00%,0.00%,0.00%,75.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,24.70%,3.90%,96.10%,0.00%,0.00%,94.60%,2.30%,3.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1097180,3,3,10,2,3,5,4,2,1,28,4,16,13900,43,1602,2.69,323.26,11.53,100.00%,0.00%,0.00%,63.30%,0.00%,0.00%,4.30%,0.00%,3.20%,0.00%,0.00%,29.10%,19.40%,80.60%,0.00%,0.00%,71.90%,11.90%,0.00%,0.00%,12.90%,0.00%,3.20%,0.00%,0.00%,0.00%,0.00%
1097370,4,3,10,2,2,4,5,2,1,11,3,12,17175,28,1370.5,2.33,613.39,7.98,69.60%,26.90%,3.50%,0.00%,45.40%,0.00%,0.00%,0.00%,16.20%,0.00%,0.00%,38.40%,0.60%,16.20%,51.20%,32.00%,32.00%,0.00%,0.60%,0.00%,0.00%,0.00%,16.20%,0.00%,0.00%,51.20%,0.00%
1097410,3,3,10,2,2,4,12,2,1,27,5,14,23775,18,2636,1.29,1320.83,11.09,100.00%,0.00%,0.00%,53.40%,0.00%,3.80%,5.00%,0.00%,0.60%,0.00%,0.00%,37.10%,10.00%,83.70%,0.00%,6.30%,82.40%,3.20%,0.00%,12.90%,0.00%,0.80%,0.60%,0.00%,0.00%,0.00%,0.00%
1097450,4,3,10,2,2,4,4,4,1,9,5,25,10050,36,1025,1.44,279.17,10.2,91.00%,9.00%,0.00%,12.90%,23.90%,12.70%,0.00%,0.00%,14.90%,0.00%,0.00%,35.60%,8.20%,43.50%,27.40%,20.90%,39.80%,0.00%,2.20%,15.70%,0.00%,0.00%,14.90%,0.00%,0.00%,27.40%,0.00%
1097530,3,2,10,2,4,5,5,4,1,14,2,4,8650,18,1548,4.5,480.56,17.9,89.60%,0.00%,10.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,97.10%,2.90%,98.80%,1.20%,0.00%,0.00%,2.00%,97.10%,0.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1097540,4,3,10,2,2,5,4,1,1,13,4,10,6625,18,689.5,1.8,368.06,10.41,100.00%,0.00%,0.00%,6.00%,0.00%,0.00%,9.10%,0.00%,2.30%,0.00%,0.00%,82.60%,5.70%,94.30%,0.00%,0.00%,92.10%,0.00%,5.70%,0.00%,0.00%,0.00%,2.30%,0.00%,0.00%,0.00%,0.00%
1100100,2,2,10,2,4,4,2,4,1,9,7,22,8225,40,1014.5,1.82,205.63,12.33,86.00%,14.00%,0.00%,18.20%,3.60%,0.00%,9.70%,0.90%,28.30%,0.00%,3.60%,35.60%,39.20%,57.10%,3.60%,0.00%,28.00%,3.60%,13.70%,0.00%,21.90%,0.00%,28.30%,0.00%,0.90%,3.60%,0.00%
1100120,3,2,10,2,2,4,6,2,1,8,5,16,16850,27,1872,1.69,624.07,11.11,96.00%,4.00%,0.00%,60.20%,0.00%,0.00%,0.00%,0.00%,2.70%,0.60%,1.80%,34.70%,5.30%,94.70%,0.00%,0.00%,93.20%,3.60%,0.60%,0.00%,0.00%,0.00%,2.70%,0.00%,0.00%,0.00%,0.00%
1100290,3,3,10,2,3,2,3,4,1,31,6,40,19325,47,2188.25,1.18,411.17,11.32,90.20%,8.20%,1.70%,6.20%,0.00%,3.50%,0.00%,0.00%,0.80%,0.50%,1.20%,87.80%,33.90%,64.60%,1.60%,0.00%,32.60%,7.00%,0.50%,9.80%,1.60%,2.30%,0.80%,0.00%,0.00%,0.00%,45.40%
1100420,4,1,10,2,4,4,5,4,1,13,2,6,11800,26,1339.5,4.33,453.85,11.35,100.00%,0.00%,0.00%,83.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16.10%,11.90%,88.10%,0.00%,0.00%,97.00%,0.00%,1.30%,0.00%,1.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1100460,3,3,4,2,3,5,5,4,1,19,4,15,15510,32,1481.5,2.13,484.69,9.55,98.50%,1.50%,0.00%,27.10%,0.00%,0.00%,0.00%,0.00%,0.00%,23.90%,1.50%,47.60%,4.10%,69.50%,26.40%,0.00%,41.70%,30.80%,26.30%,0.00%,1.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1100470,4,3,10,2,3,4,4,4,2,12,3,8,11800,25,1192.5,3.13,472,10.11,87.30%,3.40%,9.30%,63.60%,10.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,26.30%,0.80%,85.60%,10.20%,3.40%,89.00%,0.00%,0.00%,0.00%,0.80%,0.00%,0.00%,0.00%,0.00%,10.20%,0.00%
1100490,2,3,10,2,2,4,5,2,1,28,5,18,12925,28,1112.5,1.56,461.61,8.61,100.00%,0.00%,0.00%,17.00%,36.00%,1.20%,0.00%,0.00%,0.00%,2.30%,0.00%,43.50%,1.70%,62.30%,36.00%,0.00%,39.10%,19.70%,4.10%,1.20%,0.00%,0.00%,0.00%,0.00%,0.00%,36.00%,0.00%
1100510,1,2,10,2,4,7,4,4,1,18,6,25,9025,32,1930,1.28,282.03,21.39,100.00%,0.00%,0.00%,5.80%,5.00%,0.00%,0.00%,10.00%,3.30%,0.00%,5.00%,70.90%,65.40%,27.40%,7.20%,0.00%,40.70%,8.30%,0.00%,5.00%,0.00%,25.50%,3.30%,0.00%,10.00%,7.20%,0.00%
1100620,3,3,10,2,3,4,5,2,1,14,4,17,38925,32,4863,1.88,1216.41,12.49,98.10%,0.00%,1.90%,11.60%,0.00%,0.00%,2.60%,0.00%,30.40%,0.00%,0.00%,55.40%,13.90%,79.60%,0.00%,6.40%,48.50%,16.60%,1.90%,2.60%,0.00%,0.00%,30.40%,0.00%,0.00%,0.00%,0.00%
1100790,3,3,10,2,4,4,3,4,1,28,3,16,22500,25,2455.25,1.56,900,10.91,100.00%,0.00%,0.00%,8.70%,0.00%,0.00%,0.00%,0.00%,0.00%,10.70%,0.00%,80.70%,10.70%,89.30%,0.00%,0.00%,76.70%,4.00%,19.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1100860,2,1,5,2,1,7,2,4,1,19,3,8,6925,17,744,2.13,407.35,10.74,100.00%,0.00%,0.00%,49.10%,0.00%,3.20%,0.00%,0.00%,0.00%,0.00%,0.00%,47.70%,47.70%,52.30%,0.00%,0.00%,90.30%,0.00%,0.00%,9.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1100910,1,2,10,2,4,7,4,4,1,29,3,21,8800,41,1041.5,1.95,214.63,11.84,83.80%,16.20%,0.00%,0.00%,0.00%,14.50%,22.70%,0.00%,0.00%,0.00%,0.00%,62.80%,6.80%,93.20%,0.00%,0.00%,45.70%,34.40%,0.00%,19.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1101030,1,1,13,2,4,7,5,4,1,19,2,15,13675,30,1394,2,455.83,10.19,96.30%,2.20%,1.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.60%,0.00%,66.40%,23.60%,76.40%,0.00%,0.00%,2.20%,3.80%,76.40%,0.00%,17.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1101070,2,1,4,2,3,5,5,2,1,20,2,8,12200,25,1421,3.13,488,11.65,75.00%,21.30%,3.70%,0.00%,0.00%,40.60%,0.00%,0.00%,0.00%,0.00%,0.00%,59.40%,28.30%,40.60%,0.00%,31.10%,38.50%,0.00%,0.00%,59.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1101080,3,3,10,2,4,4,4,4,1,18,3,34,16600,54,2204,1.59,307.41,13.28,93.70%,6.30%,0.00%,28.90%,0.00%,18.50%,0.00%,0.00%,0.00%,0.00%,0.00%,52.60%,41.00%,55.40%,0.00%,3.60%,42.90%,1.40%,3.60%,32.20%,18.10%,0.60%,0.00%,0.00%,0.00%,0.00%,1.20%
1104070,2,3,10,2,4,5,6,3,1,16,7,29,12675,50,1657.5,1.72,253.5,13.08,98.20%,1.80%,0.00%,2.40%,2.40%,1.80%,0.00%,3.60%,3.00%,33.90%,0.00%,53.10%,37.30%,59.80%,2.40%,0.60%,12.80%,10.70%,60.00%,1.80%,2.20%,0.80%,3.00%,0.00%,6.50%,2.40%,0.00%
1104230,4,3,10,2,3,5,7,2,1,16,3,8,6900,16,712,2,431.25,10.32,100.00%,0.00%,0.00%,82.60%,0.00%,0.00%,0.00%,0.00%,4.30%,0.00%,0.00%,13.00%,2.90%,87.00%,0.00%,10.10%,92.80%,0.00%,0.00%,0.00%,2.90%,0.00%,4.30%,0.00%,0.00%,0.00%,0.00%
1104380,3,0,0,0,2,0,0,5,0,0,1,2,900,2,104,1,450,11.56,66.70%,0.00%,33.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,66.70%,0.00%,33.30%,33.30%,66.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1104490,2,1,5,2,4,4,15,2,1,10,3,8,48500,28,5425,3.5,1732.14,11.19,95.40%,4.60%,0.00%,79.00%,3.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,17.60%,8.80%,85.80%,3.40%,2.10%,94.80%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.80%,3.40%,0.00%
1104510,4,3,17,1,3,3,6,2,2,11,2,10,18200,38,1409.5,3.8,478.95,7.74,91.80%,4.40%,3.80%,0.00%,4.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,95.10%,9.90%,3.30%,4.90%,81.90%,81.90%,3.30%,0.00%,0.00%,9.90%,0.00%,0.00%,0.00%,0.00%,4.90%,0.00%
1104630,4,3,10,2,3,5,4,4,1,19,6,18,11100,34,865.5,1.89,326.47,7.8,81.50%,9.00%,9.50%,4.50%,5.40%,0.00%,0.00%,0.00%,0.70%,1.80%,2.00%,85.60%,13.50%,8.30%,5.40%,72.70%,88.70%,2.00%,1.80%,0.00%,0.00%,0.00%,0.70%,0.00%,0.00%,5.40%,1.40%
1104740,3,3,10,2,2,5,5,2,1,11,5,17,24435,29,2583,1.71,842.59,10.57,100.00%,0.00%,0.00%,70.00%,1.80%,0.00%,0.00%,0.00%,0.00%,7.40%,2.10%,18.70%,6.10%,92.10%,1.80%,0.00%,87.40%,2.10%,7.40%,0.00%,1.20%,0.00%,0.00%,0.00%,0.00%,1.80%,0.00%
1105040,2,3,10,2,3,5,5,2,2,13,4,18,19275,31,1889,1.72,621.77,9.8,98.80%,1.20%,0.00%,4.70%,1.60%,0.00%,6.20%,0.00%,0.00%,0.00%,0.00%,87.50%,29.70%,68.70%,1.60%,0.00%,12.10%,1.60%,30.70%,0.00%,6.70%,0.00%,0.00%,0.00%,0.00%,1.60%,47.30%
1105100,4,0,0,0,2,0,0,5,0,0,5,20,9325,27,945.5,1.35,345.37,10.14,97.90%,2.10%,0.00%,12.90%,0.00%,2.40%,11.80%,0.00%,0.00%,8.60%,0.00%,64.30%,20.40%,50.10%,0.00%,29.50%,75.10%,8.00%,8.60%,4.00%,4.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1105130,1,3,12,2,3,7,5,2,2,14,4,23,8125,38,720,1.65,213.82,8.86,93.50%,1.80%,4.60%,3.70%,35.10%,0.00%,0.00%,0.00%,0.00%,1.20%,0.00%,60.00%,13.20%,44.30%,39.70%,2.80%,15.70%,36.60%,3.10%,3.70%,1.20%,0.00%,0.00%,0.00%,0.00%,39.70%,0.00%
1105150,3,3,10,2,4,5,4,4,1,17,5,16,10800,30,1215,1.88,360,11.25,100.00%,0.00%,0.00%,60.40%,4.20%,0.00%,22.20%,0.00%,0.00%,0.00%,4.90%,8.30%,14.40%,81.50%,4.20%,0.00%,86.30%,6.30%,1.40%,0.00%,1.90%,0.00%,0.00%,0.00%,0.00%,4.20%,0.00%
1105250,2,3,10,2,2,7,5,1,1,13,6,29,13750,56,1472.75,1.93,245.54,10.71,96.20%,3.80%,0.00%,27.10%,20.70%,0.00%,0.00%,0.50%,0.00%,5.80%,1.60%,44.20%,18.70%,60.50%,20.70%,0.00%,33.10%,32.20%,7.30%,1.10%,4.40%,0.00%,0.00%,0.70%,0.50%,20.70%,0.00%
1105370,4,3,5,2,3,4,6,3,1,16,3,20,12275,40,1904.5,2,306.88,15.52,94.50%,0.00%,5.50%,6.70%,0.00%,0.00%,0.00%,0.00%,0.60%,0.00%,0.00%,92.70%,62.90%,37.10%,0.00%,0.00%,6.70%,82.50%,1.20%,0.00%,4.10%,3.70%,0.60%,0.00%,0.00%,0.00%,1.20%
1105400,3,3,10,2,2,5,4,2,1,30,4,23,11425,33,1318.5,1.43,346.21,11.54,82.30%,17.70%,0.00%,0.00%,7.90%,0.00%,0.00%,0.00%,2.00%,2.60%,0.00%,87.50%,31.90%,60.20%,7.90%,0.00%,19.70%,6.60%,33.50%,6.30%,0.00%,0.00%,2.00%,0.00%,2.00%,7.90%,22.10%
1105580,2,1,16,2,2,5,3,2,1,23,4,12,6500,25,957,2.08,260,14.72,93.10%,6.90%,0.00%,0.00%,0.00%,19.60%,0.00%,0.00%,4.60%,0.00%,1.20%,74.60%,52.70%,47.30%,0.00%,0.00%,4.60%,24.20%,15.80%,50.80%,0.00%,0.00%,4.60%,0.00%,0.00%,0.00%,0.00%
1105630,3,1,10,2,3,5,4,4,1,16,3,17,10000,40,1077.5,2.35,250,10.78,98.00%,0.00%,2.00%,56.00%,7.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,36.50%,22.50%,70.00%,7.50%,0.00%,70.00%,0.00%,7.50%,0.00%,15.00%,0.00%,0.00%,0.00%,0.00%,7.50%,0.00%
1105830,2,3,10,2,2,5,4,2,1,18,2,18,10925,22,1153,1.22,496.59,10.55,80.80%,15.10%,4.10%,5.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,94.50%,34.80%,15.10%,0.00%,50.10%,61.10%,5.50%,8.20%,23.30%,0.00%,1.80%,0.00%,0.00%,0.00%,0.00%,0.00%
